PKID|IDSucursal|IDReporteImpresion|IDNumCpContable|Codigo|Descripcion|Abreviacion|TipoCp|Numero|Serie|LongitudNumero|LongitudSerie|MaximoNumeroItems|PeriodoAnulacion|NumeracionAutomatica|NumeracionContable|RequiereMotivoAnulacion|GenerarNumeracionAlGuardar|PermitirFechasFuturas|PermitirFechasDiferidas|Imprimible|IDTipoComprobantePago|EsComprobantePago|IDImpuesto|TieneImpuesto|PreciosIncImpto|LibroDiario|Tercero|Activo|ResumirEnLibroAuxiliar|PermitirFechasPasadas|PercepcionSinMontoMinimo|IDFormatoImpresionElectronico|IDICB|TieneICB
5016|300000004|0|0|P02MP02|PEDIDO 02MP02|P02MP02|Pedido|84260|02MP02|7|6|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
5017|300000004|0|0|P02MP03|PEDIDO 02MP03|P02MP03|Pedido|81866|02MP03|7|6|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false|0|0|false
5018|300000004|0|0|P02MP04|PEDIDO 02MP04|P02MP04|Pedido|82566|02MP04|7|6|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
5019|300000004|0|0|P02MPE01|PEDIDO 02MPE01|P02MPE01|Pedido|35358|02MPE01|7|7|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false||0|false
5020|300000004|0|0|P02MPE02|PEDIDO 02MPE02|P02MPE02|Pedido|41299|02MPE02|7|7|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false|0|0|false
5021|300000004|0|0|P02MPE03|PEDIDO 02MPE03|P02MPE03|Pedido|38717|02MPE03|7|7|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false|0|0|false
5022|300000004|0|0|P02MPE04|PEDIDO 02MPE04|P02MPE04|Pedido|41623|02MPE04|7|7|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
5023|300000004|0|0|P02MPE05|PEDIDO 02MPE05|P02MPE05|Pedido|38082|02MPE05|7|7|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false||0|false
5024|300000004|0|0|P02MPE06|PEDIDO 02MPE06|P02MPE06|Pedido|17018|02MPE06|7|7|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
5025|300000004|0|0|P02MY01|PEDIDO 02MY01|P02MY01|Pedido|24465|02MY01|7|6|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
5026|300000004|0|0|P02MY02|PEDIDO 02MY02|P02MY02|Pedido|4467|02MY02|7|6|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
5027|300000004|0|0|P02MY03|PEDIDO 02MY03|P02MY03|Pedido|16145|02MY03|7|6|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
5028|1|0|0|P01A47|PEDIDO 01A47|P01A47|Pedido|29712|01A47|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
5029|1|0|0|P01A48|PEDIDO 01A48|P01A48|Pedido|30826|01A48|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
5030|1|0|0|P01A49|PEDIDO 01A49|P01A49|Pedido|30126|01A49|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
5031|1|0|0|P01A50|PEDIDO 01A50|P01A50|Pedido|32218|01A50|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false|0|0|false
5032|1|0|0|P01A51|PEDIDO 01A51|P01A51|Pedido|16934|01A51|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false|0|0|false
5033|1|0|0|P01A52|PEDIDO 01A52|P01A52|Pedido|16282|01A52|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
5034|1|0|0|P01A53|PEDIDO 01A53|P01A53|Pedido|16809|01A53|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false||0|false
5035|1|0|0|P01A54|PEDIDO 01A54|P01A54|Pedido|16823|01A54|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false|0|0|false
5036|1|0|0|P01A55|PEDIDO 01A55|P01A55|Pedido|16100|01A55|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
5037|1|0|0|P01A56|PEDIDO 01A56|P01A56|Pedido|15798|01A56|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false|0|0|false
5038|1|0|0|P01A57|PEDIDO 01A57|P01A57|Pedido|16326|01A57|7|5|150|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
5039|1|0|0|P01A58|PEDIDO 01A58|P01A58|Pedido|15814|01A58|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false|0|0|false
5040|1|0|0|P01A59|PEDIDO 01A59|P01A59|Pedido|16421|01A59|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false|0|0|false
5041|1|0|0|P01A60|PEDIDO 01A60|P01A60|Pedido|16998|01A60|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false|0|0|false
5042|1|0|0|P01A61|PEDIDO 01A61|P01A61|Pedido|16239|01A61|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false||0|false
5043|1|0|0|P01A62|PEDIDO 01A62|P01A62|Pedido|15668|01A62|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false||0|false
5044|1|0|13|07|Notas de credito obtenidas Vega Norte|01NC 3|NotaCredito|0|0|7|3|160|80|false|true|false|false|false|true|true|6|true|1|true|true|false|true|true|false|true|false|0|0|false
5045|1|0A0849DE-001F-4307-91D1-32F51206D5E6|12|03|01BOLETA DE COMP. GASTOS|01BG|Compra|183|0|7|3|50|30|false|true|false|false|false|true|true|4|true|0|false|false|false|false|true|false|true|false|0|0|false
5046|1|7CB43AF7-85D1-48EB-8F35-5E2CFFBA8772|3|01|01Facturas Gastos Norte|01FG|Compra|6731|0|7|4|50|90|false|true|false|false|false|true|true|1|true|1|true|true|false|false|true|false|true|false|0|0|false
5048|1|AD7AFBFE-4A4D-4C1F-89B0-03582C078A05|7|01REB|00Recibo de entrada Bancos|01REB|Caja|5381|7|7|3|900|2|true|true|false|true|false|false|true|28|true|0|false|false|false|false|true|false|true|false|0|0|false
5049|1|37A8797F-D94E-47CC-9ED2-19F729EA8BB5|6|01RSB|00Recibo de Salida Bancos|01RSB|Caja|49120|8|7|3|20|40|true|true|false|true|false|false|true|28|true|0|false|false|false|false|true|false|true|false|0|0|false
5050|1|0|62|08|Nota de Debito Vega Norte|01ND|NotaDebito|0|0|7|3|50|40|false|true|false|false|false|true|false|7|true|1|true|true|false|true|true|false|true|false|0|0|false
5051|1|97ADB92A-4AF3-4F34-80BD-56B3884B31FE|75|0102|GUIA INTERNA ENTRADA NORTE|GIE|Inventario|0||7|3|20|33|false|true|false|false|false|false|true|0|false|1|true|true|false|false|true|false|true|false|0|0|false
5052|1|A9343300-5F4C-4DBD-A925-08B1F05619FD|79|0101|GUIA INTERNA SALIDA NORTE|GIS|Inventario|39662|0100|7|4|20|1|true|true|false|false|true|false|true|0|false|1|true|true|false|false|true|false|false|false|0|0|false
5053|1|0|0|P01A63|PEDIDO 01A63|P01A63|Pedido|15722|01A63|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false||0|false
5054|1|0|0|P01A64|PEDIDO 01A64|P01A64|Pedido|15871|01A64|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false||0|false
5055|1|0|0|P01A65|PEDIDO 01A65|P01A65|Pedido|15727|01A65|7|5|600|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false||0|false
5056|1|0|0|P01A66|PEDIDO 01A66|P01A66|Pedido|16153|01A66|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false||0|false
5057|1|0|0|P01A67|PEDIDO 01A67|P01A67|Pedido|16079|01A67|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false||0|false
5059|300000005|0|0|P03A01|PEDIDO 03A01|P03A01|Pedido|48259|03A01|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false|0|0|false
5060|1|0|0|P01A68|PEDIDO 01A68|P01A68|Pedido|14305|01A68|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false||0|false
5061|1|0|0|P01A69|PEDIDO 01A69|P01A69|Pedido|16134|01A69|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false||0|false
5062|1|0|0|P01A70|PEDIDO 01A70|P01A70|Pedido|15535|01A70|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false||0|false
5063|300000005|0|0|P03A02|PEDIDO 03A02|P03A02|Pedido|48859|03A02|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false|0|0|false
5064|1|0|0|P01A71|PEDIDO 01A71|P01A71|Pedido|12823|01A71|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false||0|false
5065|1|0|0|P01A72|PEDIDO 01A72|P01A72|Pedido|11827|01A72|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false||0|false
5066|300000005|0|0|P03A03|PEDIDO 03A03|P03A03|Pedido|875|03A03|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
5067|1|0|0|P01A73|PEDIDO 01A73|P01A73|Pedido|10314|01A73|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false||0|false
5068|1|7CB43AF7-85D1-48EB-8F35-5E2CFFBA8772|8|02|01RECIBOS POR HONORARIOS|01RH|Compra|1705|0|7|3|15|90|false|true|false|false|false|true|true|3|true|10|true|false|false|false|true|false|true|false|0|0|false
5069|1|A4773203-9250-4B72-BB34-0CA20C5B7E4D|68|01RSM|Recibo de Salida Manual Norte|01RSM|Caja|0||7|3|20|21|false|true|false|false|false|false|true|28|true|0|false|false|false|false|true|false|true|false|0|0|false
5070|1|97ADB92A-4AF3-4F34-80BD-56B3884B31FE|72|0104|GUIA REMISION ENTRADA NORTE|GRE|Inventario|0||7|4|25|28|false|true|false|false|false|false|true|8|true|1|true|true|false|false|true|false|false|false|0|0|false
5071|1|0|0|P01A74|PEDIDO 01A74|P01A74|Pedido|9381|01A74|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false||0|false
5072|1|0|0|P01A75|PEDIDO 01A75|P01A75|Pedido|10482|01A75|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false||0|false
5073|1|7CB43AF7-85D1-48EB-8F35-5E2CFFBA8772|18|14|01RECIBO DE GASTO (AGUA NEXTEL lUZ)|01RG|Compra|229|0|7|3|5|60|false|true|false|false|false|true|true|12|true|1|true|true|false|false|true|false|true|false|0|0|false
5075|1|A4773203-9250-4B72-BB34-0CA20C5B7E4D|66|01RSFP|Recibo de Salida Faltante Personal Norte|01RSFP|Caja|18255|11|7|3|100|19|true|true|false|true|false|false|true|28|true|0|false|false|false|false|true|false|true|false|0|0|false
5076|1|0|0|P01A76|PEDIDO 01A76|P01A76|Pedido|9894|01A76|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false||0|false
5077|1|0|0|P01A77|PEDIDO 01A77|P01A77|Pedido|10035|01A77|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false||0|false
5078|1|A4773203-9250-4B72-BB34-0CA20C5B7E4D|69|01RSE|Recibo de Salida Egresos NORTE|01RSE|Caja|76817|3|6|3|20|0|true|true|false|true|false|false|true|28|true|0|false|false|false|false|true|false|false|false|0|0|false
5079|1|92289064-28CB-4205-8655-0C16C7C0208D|10|01CT|Comprobante de transferencia Norte|01CT|Caja|92165|001|7|3|20|0|true|true|false|false|false|false|true|0|false|0|false|false|false|false|true|false|false|false|0|0|false
5080|300000005|0|0|P03A04|PEDIDO 03A04|P03A04|Pedido|53827|03A04|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
5081|300000005|0|0|P03A05|PEDIDO 03A05|P03A05|Pedido|47887|03A05|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
5082|1|AEB62C1F-8D25-42CC-A1F9-E69525C26835|80|0100|GUIA INTERNA DE TRANSFERENCIA NORTE|GIT|Inventario|31882|0001|7|4|20|1|true|true|false|false|false|false|true|0|false|1|true|true|false|false|true|false|true|false|0|0|false
5083|1|37A8797F-D94E-47CC-9ED2-19F729EA8BB5|70|01RST|00Salida Caja Tesoreria (amortizaciones)|01RST|Caja|5353|4|6|3|20|31|true|true|false|true|false|false|true|28|true|0|false|false|false|false|true|false|true|false|0|0|false
5085|1|0|0|L001|LETRA TERCEROS|LT3|Letra|0|0|7|3|1|10000|false|false|false|false|true|true|true|0|false|0|false|false|false|true|true|false|true|false||0|false
5086|1|A4773203-9250-4B72-BB34-0CA20C5B7E4D|65|01REM|Recibo de entrada Manual Norte|01REM|Caja|0|0|7|3|240|50|false|true|false|false|false|false|true|28|true|0|false|false|false|false|true|false|true|false|0|0|false
5087|300000005|0|0|P03A06|PEDIDO 03A06|P03A06|Pedido|47839|03A06|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
5088|300000005|0|0|P03A07|PEDIDO 03A07|P03A07|Pedido|48693|03A07|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
5089|300000005|0|0|P03A08|PEDIDO 03A08|P03A08|Pedido|45303|03A08|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
5090|1|0|0|P01A78|PEDIDO 01A78|P01A78|Pedido|9420|01A78|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false||0|false
5091|300000005|0|0|P03A09|PEDIDO 03A09|P03A09|Pedido|53273|03A09|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
5092|1|0|0|P01A79|PEDIDO 01A79|P01A79|Pedido|9770|01A79|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false||0|false
5093|300000005|0|0|P03A10|PEDIDO 03A10|P03A10|Pedido|48537|03A10|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false|0|0|false
5094|300000005|0|0|P03A11|PEDIDO 03A11|P03A11|Pedido|48183|03A11|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
5095|300000005|0|0|P03A12|PEDIDO 03A12|P03A12|Pedido|51586|03A12|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false|0|0|false
5096|1|0|0|P01A80|PEDIDO 01A80|P01A80|Pedido|10099|01A80|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false||0|false
5097|300000005|0|0|P03A13|PEDIDO 03A13|P03A13|Pedido|50577|03A13|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
5098|1|0|0|P01B01|PEDIDO 01B01|P01B01|Pedido|478695|01B01|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
5099|300000005|0|0|P03A14|PEDIDO 03A14|P03A14|Pedido|46444|03A14|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
5100|300000005|0|0|P03A15|PEDIDO 03A15|P03A15|Pedido|49357|03A15|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false|0|0|false
5101|300000005|0|0|P03A16|PEDIDO 03A16|P03A16|Pedido|52218|03A16|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false|0|0|false
5102|1|0|0|P01B02|PEDIDO 01B02|P01B02|Pedido|86428|01B02|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
5103|300000005|0|0|P03A17|PEDIDO 03A17|P03A17|Pedido|50806|03A17|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
5104|300000005|0|0|P03A18|PEDIDO 03A18|P03A18|Pedido|51491|03A18|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false|0|0|false
5105|300000005|0|0|P03A19|PEDIDO 03A19|P03A19|Pedido|50324|03A19|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false|0|0|false
5106|300000005|0|0|P03A20|PEDIDO 03A20|P03A20|Pedido|50963|03A20|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false|0|0|false
5107|1|0|0|P01B03|PEDIDO 01B03|P01B03|Pedido|95298|01B03|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
5108|300000005|0|0|P03A21|PEDIDO 03A21|P03A21|Pedido|50863|03A21|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false||0|false
5109|1|0|0|003|Comprobante de retención 003|C/R|Retencion|1802|3|7|3|15|36000|true|false|true|false|true|true|true|0|false|0|false|false|false|false|true|false|false|false||0|false
5110|1|0|0|P01B04|PEDIDO 01B04|P01B04|Pedido|76746|01B04|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
5111|1|0|0|P01B05|PEDIDO 01B05|P01B05|Pedido|85830|01B05|7|5|300|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
5112|300000005|0|0|P03A22|PEDIDO 03A22|P03A22|Pedido|47498|03A22|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false|0|0|false
5113|1|0|0|P01B06|PEDIDO 01B06|P01B06|Pedido|520660|01B06|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
5114|300000005|0|0|P03A23|PEDIDO 03A23|P03A23|Pedido|52696|03A23|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
5115|1|0|0|P01B07|PEDIDO 01B07|P01B07|Pedido|82056|01B07|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
5116|300000005|0|0|P03A24|PEDIDO 03A24|P03A24|Pedido|48671|03A24|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false|0|0|false
5117|1|0|0|P01B08|PEDIDO 01B08|P01B08|Pedido|78808|01B08|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
5118|1|37A8797F-D94E-47CC-9ED2-19F729EA8BB5|71|01CD|00Compronbate Detraccion|01CD|Caja|0|0|7|3|20|25|false|true|false|false|false|false|true|0|false|0|false|false|false|false|true|false|true|false|0|0|false
5119|1|0|0|P01B09|PEDIDO 01B09|P01B09|Pedido|83267|01B09|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
5120|300000005|0|0|P03A25|PEDIDO 03A25|P03A25|Pedido|48548|03A25|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
5121|300000005|0|0|P03A27|PEDIDO 03A27|P03A27|Pedido|49714|03A27|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false|0|0|false
5123|300000005|0|0|P03A28|PEDIDO 03A28|P03A28|Pedido|48163|03A28|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
