PKID|IDSucursal|IDReporteImpresion|IDNumCpContable|Codigo|Descripcion|Abreviacion|TipoCp|Numero|Serie|LongitudNumero|LongitudSerie|MaximoNumeroItems|PeriodoAnulacion|NumeracionAutomatica|NumeracionContable|RequiereMotivoAnulacion|GenerarNumeracionAlGuardar|PermitirFechasFuturas|PermitirFechasDiferidas|Imprimible|IDTipoComprobantePago|EsComprobantePago|IDImpuesto|TieneImpuesto|PreciosIncImpto|LibroDiario|Tercero|Activo|ResumirEnLibroAuxiliar|PermitirFechasPasadas|PercepcionSinMontoMinimo|IDFormatoImpresionElectronico|IDICB|TieneICB
600004120|1|B455DAA0-B30E-4C2C-A604-485616E5F69F|85|003|Comprobante de Retencion DIGA|CR003|Retencion|2249|3|7|4|15|1|true|true|true|false|false|false|true|0|false|0|false|false|false|false|false|false|true|false||0|false
600004121|1|0|0|P01SUP|PEDIDO 01SUP|P01SUP|Pedido|2178|01SUP01|7|7|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600004123|300000005|0|0|P03SUP|PEDIDO 03SUP|P03SUP|Pedido|1713|03SUP01|7|7|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600004129|1|0|0|01CL3|CANJE DE LETRA DE TERCEROS DIGA|01CL3|CanjeLetras|914|10|7|3|100|1000|true|false|false|true|true|true|false|0|false|0|false|false|false|true|true|false|true|false||0|false
600004130|300000004|0|0|02CL3|CANJE DE LETRA DE TERCEROS JYBV|02CL3|CanjeLetras|242|20|7|3|100|10|true|false|false|true|true|true|false|0|false|0|false|false|false|true|true|false|true|false||0|false
600004131|300000005|0|0|03CL3|CANJE DE LETRA DE TERCEROS MULTI|03CL3|CanjeLetras|122|30|7|3|100|10|true|false|false|true|true|true|false|0|false|0|false|false|false|true|true|false|true|false||0|false
600004132|300000004|0|0|02CRMPP|Confirmacion/Rechazo Medio Pago proveedor JYBV|02CRMPP|ConfirmacionMedioDePago|113|20|7|3|10|20|true|false|false|true|true|true|false|0|false|0|false|false|false|false|true|false|true|false||0|false
600004133|300000005|0|0|03CRMPP|Confirmacion/Rechazo Medio Pago proveedor MULTI|03CRMPP|ConfirmacionMedioDePago|106|30|7|3|10|20|true|false|false|true|true|true|false|0|false|0|false|false|false|false|true|false|true|false||0|false
600004134|300000004|0|0|02CMPC|Confirmacion/Rechazo Medio Pago tercero JYBV|02CMPC|ConfirmacionMedioDePago|39|21|7|3|10|100|true|false|false|false|true|true|false|0|false|0|false|false|false|true|true|false|true|false||0|false
600004135|300000005|0|0|03CMPC|Confirmacion/Rechazo Medio Pago tercero MUTI|03CMPC|ConfirmacionMedioDePago|20|31|7|3|10|100|true|false|false|false|true|true|false|0|false|0|false|false|false|true|true|false|true|false||0|false
600004136|300000004|3640D9C2-7F10-41B3-B20D-D66A749C1A59|0|12|TIKET DE VENTA J&BV|TK002|Venta|5808|002|7|3|18|3|true|false|true|true|true|false|true|33|true|1|true|true|false|false|false|true|false|false|0|0|false
600004137|300000005|3640D9C2-7F10-41B3-B20D-D66A749C1A59|0|12|TIKET DE VENTA MULTI|TK03|Venta|6874|3|7|3|18|3|true|false|true|true|true|false|true|33|true|1|true|true|false|false|false|true|false|false|0|0|false
600004138|1|0|0|P01BOF|PEDIDO 01BOF|P01BOF|Pedido|1232|01BOF|7|5|600|10|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false|0|0|false
600004139|300000004|97ADB92A-4AF3-4F34-80BD-56B3884B31FE|0|0210GI|GUIA DE INICIALIZACION JYB|02GI|Inventario|70|2|7|3|20|200|true|false|false|false|false|false|true|0|false|1|true|false|false|false|false|false|true|false|0|0|false
600004140|300000005|97ADB92A-4AF3-4F34-80BD-56B3884B31FE|0|0310GI|GUIA DE INICIALIZACION MULTI|03GI|Inventario|3|3|7|3|20|560|true|false|false|false|true|false|true|0|false|1|true|false|false|false|false|false|true|false||0|false
600004143|300000004|0|0|P02SUP|PEDIDO 02SUP|P02SUP|Pedido|1387|02SUP01|7|7|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false|0|0|false
600004144|1|348879E3-D0E5-4DCD-8EEF-E0D1D7950616|0|VC02|Voucher Contable 2 COMAS|01VC02|VoucherContable|1597|2|7|4|11100|1|true|false|false|true|true|true|true|0|false|0|false|false|false|false|false|false|true|true|0|0|false
600004148|300000005|A9343300-5F4C-4DBD-A925-08B1F05619FD|0|03GI|GUIA DE INICIALIZACION MULTI (R)|03GI|Inventario|1|1|7|3|20|60|true|false|false|false|false|false|true|0|false|1|true|true|false|false|false|false|false|false||0|false
600004151|300000005|0|0|P03B42|PEDIDO 03B42|P03B42|Pedido|57692|03B42|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600004152|300000005|0|0|P03B43|PEDIDO 03B43|P03B43|Pedido|54772|03B43|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600004153|300000005|0|0|P03B44|PEDIDO 03B44|P03B44|Pedido|58530|03B44|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600004154|300000005|0|0|P03B45|PEDIDO 03B45|P03B45|Pedido|60613|03B45|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600004155|300000005|0|0|P03B46|PEDIDO 03B46|P03B46|Pedido|38659|03B46|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false|0|0|false
600004156|300000005|0|0|P03B47|PEDIDO 03B47|P03B47|Pedido|37042|03B47|7|5|300|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false||0|false
600004157|300000005|0|0|P03B48|PEDIDO 03B48|P03B48|Pedido|38312|03B48|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false|0|0|false
600004158|300000005|0|0|P03B49|PEDIDO 03B49|P03B49|Pedido|37479|03B49|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600004159|300000005|0|0|P03B50|PEDIDO 03B50|P03B50|Pedido|37720|03B50|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600004160|300000005|0|0|P03B51|PEDIDO 03B51|P03B51|Pedido|15947|03B51|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false||0|false
600004161|300000005|0|0|P03B52|PEDIDO 03B52|P03B52|Pedido|17564|03B52|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false||0|false
600004162|300000005|0|0|P03B53|PEDIDO 03B53|P03B53|Pedido|18130|03B53|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false||0|false
600004163|300000005|0|0|P03B54|PEDIDO 03B54|P03B54|Pedido|15714|03B54|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false||0|false
600004164|300000005|0|0|P03B55|PEDIDO 03B55|P03B55|Pedido|10852|03B55|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false||0|false
600004165|300000005|0|0|P03B56|PEDIDO 03B56|P03B56|Pedido|10507|03B56|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false||0|false
600004166|300000005|0|0|P03B57|PEDIDO 03B57|P03B57|Pedido|10597|03B57|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false||0|false
600004167|300000005|0|0|P03B58|PEDIDO 03B58|P03B58|Pedido|10922|03B58|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false||0|false
600004168|300000005|0|0|P03B59|PEDIDO 03B59|P03B59|Pedido|14117|03B59|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false||0|false
600004169|300000005|0|0|P03B60|PEDIDO 03B60|P03B60|Pedido|12500|03B60|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false||0|false
600004170|300000005|0|0|P03B61|PEDIDO 03B61|P03B61|Pedido|2879|03B61|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false||0|false
600004171|1|0|0|0110GIS|GUIA DE INICIALIZACION - Salida|01GIS|Inventario|4|111|7|3|20|1|true|false|false|false|false|false|false|0|false|1|true|false|false|false|false|false|false|false|0|0|false
600004172|1|0|0|P01R01|PEDIDO 01R01|P01R01|Pedido|1661|01R01|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false||0|false
600004173|1|FEE343AF-CDA4-4ED3-B61C-79F0CA0736D9|83|CP100|Comprobante de percepcion 100|CP100|Percepcion|391141|100|7|3|30|1|true|true|false|false|false|false|true|0|false|0|false|false|false|false|false|false|false|false||0|false
600004174|300000004|0|88|CP201|Comprobante de percepcion 201|CP201|Percepcion|140071|201|7|3|30|1|true|true|false|false|false|false|false|0|false|0|false|false|false|false|false|false|false|false||0|false
600004175|300000005|0|112|CP301|Comproante de percepcion 301|CP301|Percepcion|214848|301|7|3|30|1|true|true|false|false|false|false|false|35|true|0|false|false|false|false|false|false|false|false||0|false
600004176|300000004|348879E3-D0E5-4DCD-8EEF-E0D1D7950616|0|VC02|Voucher Contable 2 LIMA|02VC02|VoucherContable|728|20|7|3|100|10|true|false|false|true|true|true|true|0|false|0|false|false|false|false|false|false|true|false||0|false
600004177|300000005|348879E3-D0E5-4DCD-8EEF-E0D1D7950616|0|VC02|Voucher Contable 2 SJL|03VC02|VoucherContable|652|30|7|3|100|10|true|false|false|true|true|true|true|0|false|0|false|false|false|false|false|false|true|false||0|false
600004180|300000005|0|0|P03C01|PEDIDO 03C01|P03C01|Pedido|36604|03C01|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600004181|300000005|0|0|P03C02|PEDIDO 03C02|P03C02|Pedido|40883|03C02|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600004182|300000005|0|0|P03C03|PEDIDO 03C03|P03C03|Pedido|52021|03C03|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600004183|300000005|0|0|P03C04|PEDIDO 03C04|P03C04|Pedido|49324|03C04|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false|0|0|false
600004184|300000005|0|0|P03C05|PEDIDO 03C05|P03C05|Pedido|433139|03C05|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600004185|300000005|0|0|P03C06|PEDIDO 03C06|P03C06|Pedido|51383|03C06|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600004186|300000005|0|0|P03C07|PEDIDO 03C07|P03C07|Pedido|54150|03C07|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600004187|300000005|0|0|P03C08|PEDIDO 03C08|P03C08|Pedido|52408|03C08|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600004188|300000005|0|0|P03C09|PEDIDO 03C09|P03C09|Pedido|50579|03C09|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600004189|300000005|0|0|P03C10|PEDIDO 03C10|P03C10|Pedido|53984|03C10|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600004190|300000005|0|0|P03C11|PEDIDO 03C11|P03C11|Pedido|52482|03C11|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600004191|300000005|0|0|P03C12|PEDIDO 03C12|P03C12|Pedido|53675|03C12|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600004192|300000005|0|0|P03C13|PEDIDO 03C13|P03C13|Pedido|53492|03C13|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600004193|300000005|0|0|P03C14|PEDIDO 03C14|P03C14|Pedido|48795|03C14|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600004194|300000005|0|0|P03C15|PEDIDO 03C15|P03C15|Pedido|56673|03C15|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600004195|300000005|0|0|P03C16|PEDIDO 03C16|P03C16|Pedido|50340|03C16|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600004196|300000005|0|0|P03C17|PEDIDO 03C17|P03C17|Pedido|50825|03C17|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600004197|300000005|0|0|P03C18|PEDIDO 03C18|P03C18|Pedido|52407|03C18|7|5|500|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600004198|300000005|0|0|P03C19|PEDIDO 03C19|P03C19|Pedido|42312|03C19|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600004199|300000005|0|0|P03C20|PEDIDO 03C20|P03C20|Pedido|46264|03C20|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600004200|300000005|0|0|P03C21|PEDIDO 03C21|P03C21|Pedido|52558|03C21|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600004201|300000005|0|0|P03C22|PEDIDO 03C22|P03C22|Pedido|49242|03C22|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600004202|300000005|0|0|P03C23|PEDIDO 03C23|P03C23|Pedido|51653|03C23|7|5|200|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600004203|300000005|0|0|P03C24|PEDIDO 03C24|P03C24|Pedido|46228|03C24|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600004205|1|0|0|01VC00|Voucher contable Apertura|01VC00|VoucherContable|40|1|7|4|400|1|true|false|false|true|true|true|false|0|false|0|false|false|false|false|true|false|true|true||0|false
600004206|300000004|0|0|02VC00|02Voucher contable Apertura|02VC00|VoucherContable|10|2|7|4|400|1|true|false|false|true|true|true|false|0|false|0|false|false|false|false|true|false|true|false||0|false
600004207|300000005|0|0|03VC00|03Voucher contable Apertura|03VC00|VoucherContable|5|3|7|4|400|1|true|false|false|true|true|true|false|0|false|0|false|false|false|false|true|false|true|false||0|false
600004210|1|0|0|P01B46|PEDIDO 01B46|P01B46|Pedido|79910|01B46|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600004211|1|0|0|P01B47|PEDIDO 01B47|P01B47|Pedido|79409|01B47|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600004212|1|0|0|P01B48|PEDIDO 01B48|P01B48|Pedido|376174|01B48|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600004213|1|0|0|P01B49|PEDIDO 01B49|P01B49|Pedido|74925|01B49|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600004214|1|0|0|P01B50|PEDIDO 01B50|P01B50|Pedido|76894|01B50|7|5|200|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600004215|1|0|0|P01B51|PEDIDO 01B51|P01B51|Pedido|83368|01B51|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600004216|1|0|0|P01B52|PEDIDO 01B52|P01B52|Pedido|72392|01B52|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600004217|1|0|0|P01B53|PEDIDO 01B53|P01B53|Pedido|81229|01B53|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600004218|1|0|0|P01B54|PEDIDO 01B54|P01B54|Pedido|79619|01B54|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600004219|1|0|0|P01B55|PEDIDO 01B55|P01B55|Pedido|77243|01B55|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600004220|1|0|0|P01B56|PEDIDO 01B56|P01B56|Pedido|78185|01B56|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600004221|1|0|0|P01B57|PEDIDO 01B57|P01B57|Pedido|73572|01B57|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600004222|1|0|0|P01B58|PEDIDO 01B58|P01B58|Pedido|73545|01B58|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600004223|1|0|0|P01B59|PEDIDO 01B59|P01B59|Pedido|71050|01B59|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600004224|1|0|0|P01B60|PEDIDO 01B60|P01B60|Pedido|76287|01B60|7|5|300|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600004225|1|0|0|P01B61|PEDIDO 01B61|P01B61|Pedido|46020|01B61|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600004226|1|0|0|P01B62|PEDIDO 01B62|P01B62|Pedido|29109|01B62|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false||0|false
600004227|1|0|0|P01B63|PEDIDO 01B63|P01B63|Pedido|33448|01B63|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false||0|false
600004228|1|0|0|P01B64|PEDIDO 01B64|P01B64|Pedido|30715|01B64|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false||0|false
600004229|1|0|0|P01B65|PEDIDO 01B65|P01B65|Pedido|28763|01B65|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false||0|false
600004230|1|0|0|P01B66|PEDIDO 01B66|P01B66|Pedido|31960|01B66|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false||0|false
600004231|1|0|0|P01E01|PEDIDO 01E01|P01E01|Pedido|49574|01E01|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600004232|1|0|0|P01E02|PEDIDO 01E02|P01E02|Pedido|50243|01E02|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600004233|1|0|0|P01E03|PEDIDO 01E03|P01E03|Pedido|49954|01E03|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600004234|1|0|0|P01E04|PEDIDO 01E04|P01E04|Pedido|51175|01E04|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600004235|1|0|0|P01E05|PEDIDO 01E05|P01E05|Pedido|50390|01E05|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600004236|1|0|0|P01E06|PEDIDO 01E06|P01E06|Pedido|49722|01E06|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600004237|1|0|0|P01E07|PEDIDO 01E07|P01E07|Pedido|49599|01E07|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false|0|0|false
600004238|1|0|0|P01E08|PEDIDO 01E08|P01E08|Pedido|55215|01E08|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false|0|0|false
600004239|1|0|0|P01E09|PEDIDO 01E09|P01E09|Pedido|51097|01E09|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600004240|1|0|0|P01E10|PEDIDO 01E10|P01E10|Pedido|47598|01E10|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600004241|1|0|0|P01E11|PEDIDO 01E11|P01E11|Pedido|47204|01E11|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600004242|1|0|0|P01E12|PEDIDO 01E12|P01E12|Pedido|51973|01E12|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600004243|1|0|0|P01E13|PEDIDO 01E13|P01E13|Pedido|50243|01E13|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600004244|1|0|0|P01E14|PEDIDO 01E14|P01E14|Pedido|49825|01E14|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600004245|1|0|0|P01E15|PEDIDO 01E15|P01E15|Pedido|50159|01E15|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false|0|0|false
600004246|1|0|0|P01E16|PEDIDO 01E16|P01E16|Pedido|50913|01E16|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600004247|1|0|0|P01E17|PEDIDO 01E17|P01E17|Pedido|50046|01E17|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false|0|0|false
600004248|1|0|0|P01E18|PEDIDO 01E18|P01E18|Pedido|49306|01E18|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600004249|1|0|0|P01E19|PEDIDO 01E19|P01E19|Pedido|51486|01E19|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600004250|1|0|0|P01E20|PEDIDO 01E20|P01E20|Pedido|54050|01E20|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600004251|1|0|0|P01E21|PEDIDO 01E21|P01E21|Pedido|50232|01E21|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600004252|1|0|0|P01E22|PEDIDO 01E22|P01E22|Pedido|49587|01E22|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600004253|1|0|0|P01E23|PEDIDO 01E23|P01E23|Pedido|54615|01E23|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false|0|0|false
600004254|1|0|0|P01E24|PEDIDO 01E24|P01E24|Pedido|50707|01E24|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600004257|300000004|A9343300-5F4C-4DBD-A925-08B1F05619FD|0|02GI|GUIA DE INICIALIZACION LIMA|02GI|Inventario|6|2|7|3|20|60|true|false|false|false|false|false|true|0|false|1|true|true|false|false|false|false|false|false|0|0|false
600004258|1|0|0|01CI|GUIA INTERNA INICIALIZACION|01CI|Inventario|3|11|3|2|30|0|true|false|false|false|false|false|false|0|false|0|false|false|false|false|false|false|true|false|0|0|false
600004260|1|0|0|01DUA|01DUA|01DUA|DUA|0||7|3|10000|300|false|false|false|false|true|true|false|23|false|1|true|false|false|false|true|false|true|false|0|0|false
600004263|300000004|0|0|02DUA|02DUA|02DUA|DUA|0||7|3|10000|300|false|false|false|false|true|true|false|23|false|1|true|false|false|false|true|false|true|false|0|0|false
600004264|300000005|0|0|03DUA|03DUA|03DUA|DUA|0||7|3|10000|300|false|false|false|false|true|true|false|23|false|1|true|false|false|false|true|false|true|false|0|0|false
600004266|1|0|0|01CGI|COSTEO IMPORTACION NORTE|01CGI|Importacion|3|01CGI|7|5|10000|30|true|false|false|false|true|true|false|8|true|0|false|false|false|false|true|false|true|false|0|0|false
600004267|300000004|0|0|02CGI|COSTEO IMPORTACION|02CGI|Importacion|3|02CGI|7|5|10000|50|true|false|false|false|true|true|false|8|true|0|false|false|false|false|true|false|true|false|0|0|false
600004268|300000005|0|0|03CGI|COSTEO IMPORTACION ESTE|03CGI|Importacion|1|03CGI|7|5|10000|30|true|false|false|false|true|true|false|8|true|0|false|false|false|false|true|false|true|false|0|0|false
600004269|1|0|81|01GINN|INGRESO A ALMACEN NO NACIONALIZADO|01GINN|Inventario|1|01IMP|6|5|10000|1|true|true|false|false|true|true|false|0|false|4|true|true|false|false|false|false|true|false|0|0|false
600004270|300000004|0|109|02GINN|INGRESO A ALMACEN NO NACIONALIZADO|02GINN|Inventario|1|02IMP|6|5|10000|30|true|true|false|false|true|true|false|0|false|4|true|true|false|false|false|false|true|false||0|false
600004271|300000005|0|130|03GINN|INGRESO A ALMACEN NO NACIONALIZADO|03GINN|Inventario|1|03IMP|6|5|10000|30|true|true|false|false|true|true|false|0|false|4|true|true|false|false|false|false|true|false||0|false
600004272|1|0|0|OI001|ORDEN IMPORTACIÓN - DIGALIMENTA|OI001|OrdenCompra|3|OI01|7|4|10000|0|true|false|false|true|true|true|false|0|false|0|false|false|false|false|true|false|false|false|0|0|false
600004273|300000004|0|0|OI002|ORDEN IMPORTACIÓN - JYBV|OI002|OrdenCompra|4|OI02|7|4|10000|30|true|false|false|true|true|true|false|0|false|0|false|false|false|false|true|false|false|false|0|0|false
600004274|300000005|0|0|OI003|ORDEN IMPORTACIÓN - MULTIMARCAS|OI003|OrdenCompra|1|OI03|7|4|10000|30|true|false|false|true|true|true|false|0|false|0|false|false|false|false|true|false|false|false|0|0|false
600004277|1|0|0|P04VL01|PEDIDO 04VL01|P04VL01|Pedido|1232|04VL01|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600004279|1|0|0|03|BOLETA DE VENTA SERIE 006|B/V06|Venta|279|6|6|4|15|115|true|false|true|false|true|false|false|4|true|1|true|true|false|false|false|true|true|false||0|false
600004280|300000005|0|0|P03MY04|PEDIDO 03MY04|P03MY04|Pedido|30090|03MY04|7|6|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600004282|1|0|0|P01R02|PEDIDO 01R02|P01R02|Pedido|1311|01R02|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false||0|false
600004283|1|348879E3-D0E5-4DCD-8EEF-E0D1D7950616|0|00VC01|Voucher Contable de Ajustes|00VC01|VoucherContable|1892|01|7|3|100|5|true|false|false|true|false|false|true|0|false|0|false|false|false|false|true|false|true|false||0|false
600004284|1|348879E3-D0E5-4DCD-8EEF-E0D1D7950616|0|00VC02|Voucher Contable de Factoring|00VC02|VoucherContable|943|02|7|3|100|5|true|false|false|true|false|false|true|0|false|0|false|false|false|false|true|false|true|false||0|false
600004285|1|348879E3-D0E5-4DCD-8EEF-E0D1D7950616|0|00VC03|Voucher Contable de Gastos Devengados (otros)|00VC03|VoucherContable|132|03|7|3|100|5|true|false|false|true|false|false|true|0|false|0|false|false|false|false|true|false|true|false||0|false
600004286|1|348879E3-D0E5-4DCD-8EEF-E0D1D7950616|0|00VC04|Voucher Contable de Seguros|00VC04|VoucherContable|1047|04|7|3|100|5|true|false|false|true|false|false|true|0|false|0|false|false|false|false|true|false|true|false||0|false
